Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
371,7.316124573282618e-14,"113","120","134","152","158","186","195","224","243","256","258","277","278","282","299","325","363","400","402","41","435","443","460","478","486","555","58","59","82","844","856","861","906","91","925"
372,0.0005197229859206898,"106","115","117","152","186","231","276","32","331","354","371","411","435","443","490","557","570","617","65","711","742","75","750","766","811","833","842","864","887","900","906","92","922","963","967"
373,0.0016037298149035603,"152","185","186","187","196","226","230","258","303","306","32","363","387","435","443","491","506","534","623","627","628","705","707","72","818","824","826","844","855","862","88","900","906","944","996"
374,0.0014777038734862145,"119","121","195","20","208","236","239","258","298","310","363","369","376","385","435","437","443","487","535","554","558","589","610","743","762","770","809","852","872","878","900","906","922","968","974"
375,0.0017327588372766894,"1","104","134","152","173","233","279","3","428","429","434","435","455","46","482","537","540","705","740","778","844","870","875","882","91","914","915","935","942","950","956","969","970","972","978"
376,0.0007772460681885014,"113","115","120","152","208","276","319","354","377","396","414","435","443","451","459","474","482","488","504","54","554","570","574","575","669","737","740","743","748","762","860","892","896","900","977"
377,0.0018420844097050003,"116","12","132","137","204","235","249","268","360","368","435","441","443","471","495","499","515","606","608","61","613","669","7","713","740","780","821","843","862","900","906","940","942","988","991"
378,0.0003341437202065897,"120","125","13","134","149","152","167","186","220","224","245","258","275","283","326","343","352","422","435","443","534","602","609","721","733","778","824","827","83","834","86","900","906","951","996"
379,0.00026451558033757747,"113","114","120","121","134","152","158","173","195","221","236","295","296","297","308","32","351","425","435","443","587","59","623","627","688","72","735","78","850","88","900","906","91","929","962"
380,0.002112443034441247,"106","150","171","193","216","239","256","274","279","293","32","329","33","357","435","437","442","466","475","493","528","591","61","610","633","638","717","722","75","863","870","913","935","946","98"
381,0.0028724882967425492,"106","108","111","150","168","17","173","200","33","330","357","386","39","402","435","460","47","523","591","633","638","676","678","717","722","82","858","870","901","93","931","946","958","98","981"
382,0.0006144157088236096,"120","13","150","152","168","18","186","234","247","258","346","363","407","415","423","435","443","45","462","503","527","545","611","632","641","643","644","692","70","77","840","889","900","906","91"
383,0.0006291502791110086,"134","135","158","173","185","187","195","196","233","234","323","327","328","355","370","435","443","452","462","481","485","493","59","616","65","659","672","674","773","855","870","900","906","936","941"
384,0.0010069981811679373,"106","120","134","14","255","279","285","32","324","350","36","4","403","407","435","443","480","491","500","527","643","666","71","745","75","77","797","840","900","906","909","91","910","95","960"
385,0.0009985830528970732,"112","120","134","152","17","173","174","186","212","227","258","26","263","291","375","390","435","443","554","560","563","682","701","730","731","732","794","80","833","846","852","898","907","91","987"
386,0.0021321767190538342,"109","118","120","246","258","312","313","32","331","343","357","43","435","443","477","503","504","587","591","637","644","685","753","778","85","861","887","890","891","893","900","906","935","951","962"
387,7.519988563376859e-05,"113","125","208","231","240","244","316","340","348","42","435","441","443","464","474","488","496","516","538","541","551","558","574","619","621","650","726","727","768","786","900","906","928","938","977"
388,0.0012210994575043747,"103","165","205","251","274","288","346","374","382","387","401","435","443","470","476","535","571","62","625","662","679","705","707","762","828","870","897","9","900","906","928","964","982","984","999"
389,0.0008119987524161708,"113","12","134","152","158","186","195","20","213","254","258","32","347","348","359","363","369","376","411","435","438","443","518","552","584","59","6","615","619","770","887","900","906","948","968"
390,1.1182936087442841e-12,"11","122","16","169","24","288","304","368","391","413","421","435","443","448","460","461","483","52","527","530","535","56","575","590","614","626","627","701","762","794","900","906","931","958","999"
391,0.0004111292496784161,"117","122","139","158","177","186","221","223","234","29","362","400","402","41","425","435","443","460","496","513","535","600","636","642","682","758","762","82","833","842","872","900","901","906","991"
392,2.373294703096616e-13,"113","257","263","294","349","358","360","368","381","391","392","402","421","424","435","443","449","461","464","474","482","512","533","541","650","656","7","778","900","906","928","951","985","987","990"
393,0.0009228783439516976,"103","106","120","125","152","169","235","32","344","350","352","401","435","439","443","444","513","521","551","564","569","57","595","66","712","75","794","797","833","900","902","905","906","91","953"
394,0.0016911252836098397,"102","152","177","20","261","272","339","353","369","400","415","435","436","443","468","499","559","578","580","642","653","665","669","678","702","730","749","770","900","906","922","931","967","991","995"
395,0.001431744037977692,"120","134","152","154","17","181","186","2","235","255","258","312","363","411","435","443","494","536","571","574","662","69","748","75","753","778","797","887","9","91","939","961","965","976","977"
396,0.0005171812443161869,"117","121","14","199","227","242","305","307","363","367","368","422","431","435","443","50","527","531","539","59","609","688","695","696","721","811","815","833","840","842","900","906","92","967","985"
397,0.0001282270480681974,"105","28","299","335","341","362","385","395","43","435","443","458","492","502","516","544","558","597","600","625","63","669","736","740","861","872","900","906","928","950","959","974","991","995","996"
398,0.0029332411976883744,"109","134","150","173","233","259","260","274","284","33","356","363","378","43","435","443","477","506","512","568","637","660","678","717","745","759","767","772","793","832","900","906","91","937","950"
399,0.0011185529485402525,"163","2","228","235","238","299","320","377","385","435","443","501","506","536","678","705","740","821","870","900","905","906","928","931","944","951","957","958","961","968","974","988","993","996","998"
400,0.00015036943052049393,"108","131","150","158","175","180","204","224","245","258","27","311","363","368","435","443","464","508","517","521","541","547","567","604","61","614","718","831","862","881","884","900","906","985","990"
